* Block Type = 96-Well 0.2-mL Block
* Chemistry = TAQMAN
* Date Created = 2015-12-22 09:15:13 AM PST
* Experiment Barcode = NA
* Experiment Comment = Prime Star GXL mg/dntp start
grid screen 40, 45, 50 deg
* Experiment File Name = D:\Users\INSTR-USER\Desktop\Yarrow\Results\122115\2015-12_21_1_Prime_Star_GXL_Pol_kinetics.eds
* Experiment Name = 2015-12_21_1_Prime_Star_GXL_Pol_kinetics
* Experiment Run End Time = 2015-12-21 10:21:47 AM PST
* Experiment Type = Custom
* Instrument Name =       quantstudio3
* Instrument Serial Number = 272320216
* Instrument Type = QuantStudio® 3 System
* Passive Reference = ROX
* Post-read Stage/Step = 
* Pre-read Stage/Step = 
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage/ Cycle where Ct Analysis is performed = Stage4, Step1
* User Name = Yarrow

[Multicomponent Data]
Well Position	Cycle	ROX	SYBR
      G2	43	57,295.527	1,681,897.500
      G3	43	54,209.266	1,727,330.250
      G4	43	87,762.562	856,620.625
      G5	43	72,843.062	512,726.719
      G6	43	75,696.281	789,489.125
      G7	43	78,894.062	841,160.125
      G8	43		
      G9	43		
      G10	43	71,634.727	760,600.750
      G11	43		
      G12	43		
      H1	43		
      H2	43	41,215.586	2,019,971.875
      H3	43	37,806.312	2,094,846.875
      H4	43		
      H5	43		
      H6	43		
      H7	43		
      H8	43		
      H9	43		
      H10	43		
      H11	43		
      H12	43		
      A1	44		
      A2	44		
      A3	44		
      A4	44	117,073.039	1,971,187.250
      A5	44	98,540.922	613,197.812
      A6	44	97,026.859	2,016,734.500
      A7	44	91,137.297	1,827,446.125
      A8	44		
      A9	44		
      A10	44	92,103.445	1,938,583.375
      A11	44		
      A12	44		
      B1	44		
      B2	44		
      B3	44		
      B4	44	100,504.398	1,476,232.250
      B5	44	91,483.836	565,334.750
      B6	44	84,391.117	1,721,038.375
      B7	44	88,990.453	1,738,984.000
      B8	44		
      B9	44		
      B10	44	83,166.430	1,833,193.750
      B11	44		
      B12	44		
      C1	44		
      C2	44		
      C3	44		
      C4	44	94,311.852	1,320,014.250
      C5	44	85,008.352	546,938.188
      C6	44	85,392.469	1,614,508.375
      C7	44	84,169.359	1,682,917.750
      C8	44		
      C9	44		
      C10	44	79,121.922	1,831,144.375
      C11	44		
      C12	44		
      D1	44		
      D2	44		
      D3	44		
      D4	44	96,374.039	1,244,794.500
      D5	44	88,434.086	584,492.500
      D6	44	80,464.086	1,608,653.250
      D7	44	83,408.914	1,599,906.125
      D8	44		
      D9	44		
      D10	44	78,676.805	1,690,767.625
      D11	44		
      D12	44		
      E1	44		
      E2	44	76,675.023	716,484.625
      E3	44	81,792.328	706,766.312
      E4	44	88,063.094	1,033,584.750
      E5	44	85,319.109	599,417.250
      E6	44	83,885.883	1,432,488.750
      E7	44	85,193.438	1,505,065.000
      E8	44		
      E9	44		
      E10	44	74,504.016	1,740,342.500
      E11	44		
      E12	44		
      F1	44		
      F2	44	79,370.773	1,242,640.125
      F3	44	63,168.480	1,263,825.125
      F4	44	93,241.812	1,032,678.500
      F5	44	82,302.922	543,493.125
      F6	44	80,775.680	1,186,507.250
      F7	44	85,536.484	1,193,976.500
      F8	44		
      F9	44		
      F10	44	76,989.852	1,368,501.875
      F11	44		
      F12	44		
      G1	44		
      G2	44	57,657.258	1,680,180.500
      G3	44	54,022.359	1,723,807.250
      G4	44	87,452.297	857,527.625
      G5	44	72,376.531	513,073.688
      G6	44	75,676.711	792,706.312
      G7	44	78,761.211	844,723.250
      G8	44		
      G9	44		
      G10	44	71,838.547	769,021.000
      G11	44		
      G12	44		
      H1	44		
      H2	44	40,858.891	2,016,426.125
      H3	44	37,685.785	2,093,471.000
      H4	44		
      H5	44		
      H6	44		
      H7	44		
      H8	44		
      H9	44		
      H10	44		
      H11	44		
      H12	44		
      A1	45		
      A2	45		
      A3	45		
      A4	45	117,042.922	1,981,849.250
      A5	45	98,157.711	612,197.438
      A6	45	96,924.891	2,019,342.500
      A7	45	91,384.258	1,825,151.250
      A8	45		
      A9	45		
      A10	45	92,106.984	1,939,714.625
      A11	45		
      A12	45		
      B1	45		
      B2	45		
      B3	45		
      B4	45	100,322.828	1,485,972.500
      B5	45	91,388.883	564,884.625
      B6	45	84,541.719	1,719,634.875
      B7	45	88,842.234	1,736,122.750
      B8	45		
      B9	45		
      B10	45	82,948.602	1,831,451.750
      B11	45		
      B12	45		
      C1	45		
      C2	45		
      C3	45		
      C4	45	94,384.953	1,329,504.750
      C5	45	84,919.891	546,734.438
      C6	45	85,224.656	1,612,051.875
      C7	45	84,035.992	1,682,711.625
      C8	45		
      C9	45		
      C10	45	79,244.258	1,830,368.250
      C11	45		
      C12	45		
      D1	45		
      D2	45		
      D3	45		
      D4	45	96,464.195	1,250,190.125
      D5	45	88,410.969	582,994.438
      D6	45	80,770.078	1,611,487.125
      D7	45	83,088.586	1,599,208.750
      D8	45		
      D9	45		
      D10	45	78,943.438	1,699,389.000
      D11	45		
      D12	45		
      E1	45		
      E2	45	76,821.539	716,401.812
      E3	45	81,668.789	706,151.250
      E4	45	88,009.445	1,035,879.500
      E5	45	85,333.117	599,180.812
      E6	45	83,667.805	1,441,209.250
      E7	45	85,125.219	1,511,921.500
      E8	45		
      E9	45		
      E10	45	74,363.867	1,746,736.000
      E11	45		
      E12	45		
      F1	45		
      F2	45	78,987.523	1,241,018.250
      F3	45	63,187.562	1,261,349.875
      F4	45	93,196.609	1,034,739.750
      F5	45	82,344.391	542,827.438
      F6	45	80,922.359	1,198,051.750
      F7	45	85,480.055	1,206,213.750
      F8	45		
      F9	45		
      F10	45	76,923.844	1,388,195.500
      F11	45		
      F12	45		
      G1	45		
      G2	45	57,765.914	1,678,294.750
      G3	45	53,913.945	1,720,251.250
      G4	45	87,235.055	858,853.250
      G5	45	72,264.750	511,788.625
      G6	45	76,179.289	796,495.125
      G7	45	78,728.383	847,945.375
      G8	45		
      G9	45		
      G10	45	72,087.516	778,148.562
      G11	45		
      G12	45		
      H1	45		
      H2	45	40,726.660	2,013,869.250
      H3	45	37,479.344	2,092,480.500
      H4	45		
      H5	45		
      H6	45		
      H7	45		
      H8	45		
      H9	45		
      H10	45		
      H11	45		
      H12	45		
      A1	46		
      A2	46		
      A3	46		
      A4	46	117,654.367	1,989,679.625
      A5	46	98,055.320	611,586.250
      A6	46	96,670.344	2,020,838.375
      A7	46	91,439.164	1,823,891.125
      A8	46		
      A9	46		
      A10	46	92,540.078	1,941,418.375
      A11	46		
      A12	46		
      B1	46		
      B2	46		
      B3	46		
      B4	46	100,313.703	1,495,262.250
      B5	46	91,470.633	564,092.438
      B6	46	84,722.742	1,718,248.875
      B7	46	88,609.094	1,732,679.250
      B8	46		
      B9	46		
      B10	46	82,931.336	1,832,447.250
      B11	46		
      B12	46		
      C1	46		
      C2	46		
      C3	46		
      C4	46	94,385.328	1,338,213.000
      C5	46	84,764.836	546,945.812
      C6	46	85,292.398	1,610,145.875
      C7	46	84,378.234	1,682,496.625
      C8	46		
      C9	46		
      C10	46	79,233.266	1,832,324.750
      C11	46		
      C12	46		
      D1	46		
      D2	46		
      D3	46		
      D4	46	96,361.727	1,255,647.125
      D5	46	87,836.906	582,374.750
      D6	46	80,718.750	1,612,698.250
      D7	46	82,910.164	1,599,371.625
      D8	46		
      D9	46		
      D10	46	78,749.297	1,708,816.875
      D11	46		
      D12	46		
      E1	46		
      E2	46	76,716.844	716,084.062
      E3	46	81,555.555	705,796.062
      E4	46	87,842.242	1,038,916.188
      E5	46	85,455.516	599,394.312
      E6	46	83,653.531	1,448,682.875
      E7	46	84,920.852	1,518,517.875
      E8	46		
      E9	46		
      E10	46	74,307.398	1,752,707.375
      E11	46		
      E12	46		
      F1	46		
      F2	46	78,780.938	1,238,338.375
      F3	46	63,218.691	1,258,870.125
      F4	46	93,044.844	1,036,985.938
      F5	46	81,863.719	541,368.625
      F6	46	81,128.398	1,207,933.125
      F7	46	85,537.594	1,217,796.750
      F8	46		
      F9	46		
      F10	46	76,925.656	1,406,971.500
      F11	46		
      F12	46		
      G1	46		
      G2	46	57,882.531	1,676,212.875
      G3	46	53,979.629	1,717,388.375
      G4	46	87,114.922	860,990.688
      G5	46	72,700.914	511,159.219
      G6	46	76,045.484	800,277.938
      G7	46	78,450.539	849,693.500
      G8	46		
      G9	46		
      G10	46	71,512.391	786,353.688
      G11	46		
      G12	46		
      H1	46		
      H2	46	40,832.574	2,009,803.375
      H3	46	37,014.176	2,090,924.125
      H4	46		
      H5	46		
      H6	46		
      H7	46		
      H8	46		
      H9	46		
      H10	46		
      H11	46		
      H12	46		
      A1	47		
      A2	47		
      A3	47		
      A4	47	117,958.234	1,998,028.375
      A5	47	98,218.586	611,207.000
      A6	47	96,562.742	2,022,273.000
      A7	47	91,531.461	1,823,441.875
      A8	47		
      A9	47		
      A10	47	92,807.477	1,942,920.375
      A11	47		
      A12	47		
      B1	47		
      B2	47		
      B3	47		
      B4	47	100,241.039	1,503,430.500
      B5	47	91,451.305	563,530.562
      B6	47	84,564.281	1,718,508.500
      B7	47	88,143.617	1,729,606.750
      B8	47		
      B9	47		
      B10	47	83,300.430	1,832,709.125
      B11	47		
      B12	47		
      C1	47		
      C2	47		
      C3	47		
      C4	47	94,208.562	1,346,310.000
      C5	47	84,429.414	547,118.375
      C6	47	85,173.977	1,608,614.250
      C7	47	84,666.289	1,682,325.125
      C8	47		
      C9	47		
      C10	47	79,317.812	1,834,508.625
      C11	47		
      C12	47		
      D1	47		
      D2	47		
      D3	47		
      D4	47	96,561.984	1,261,534.000
      D5	47	87,657.023	581,914.875
      D6	47	80,396.852	1,613,684.750
      D7	47	83,093.648	1,598,993.250
      D8	47		
      D9	47		
      D10	47	78,293.164	1,717,412.125
      D11	47		
      D12	47		
      E1	47		
      E2	47	76,584.258	715,749.500
      E3	47	81,721.672	704,245.688
      E4	47	87,640.188	1,041,282.312
      E5	47	85,475.555	599,549.688
      E6	47	83,728.992	1,456,313.625
      E7	47	84,796.328	1,525,722.500
      E8	47		
      E9	47		
      E10	47	74,240.586	1,759,705.375
      E11	47		
      E12	47		
      F1	47		
      F2	47	78,916.578	1,236,382.875
      F3	47	63,084.883	1,257,163.000
      F4	47	92,875.789	1,038,770.938
      F5	47	81,695.492	539,959.562
      F6	47	80,909.164	1,219,312.875
      F7	47	85,596.508	1,229,562.625
      F8	47		
      F9	47		
      F10	47	76,748.547	1,423,681.500
      F11	47		
      F12	47		
      G1	47		
      G2	47	57,777.051	1,674,090.500
      G3	47	53,796.422	1,714,281.125
      G4	47	87,068.227	863,119.062
      G5	47	72,759.062	510,861.281
      G6	47	75,874.758	805,090.688
      G7	47	78,152.336	853,269.875
      G8	47		
      G9	47		
      G10	47	71,163.445	796,107.125
      G11	47		
      G12	47		
      H1	47		
      H2	47	40,435.965	2,007,153.625
      H3	47	36,934.027	2,089,050.250
      H4	47		
      H5	47		
      H6	47		
      H7	47		
      H8	47		
      H9	47		
      H10	47		
      H11	47		
      H12	47		
      A1	48		
      A2	48		
      A3	48		
      A4	48	117,712.281	2,005,999.125
      A5	48	98,183.086	610,739.000
      A6	48	96,808.156	2,022,559.000
      A7	48	91,474.734	1,821,513.125
      A8	48		
      A9	48		
      A10	48	92,335.812	1,943,276.125
      A11	48		
      A12	48		
      B1	48		
      B2	48		
      B3	48		
      B4	48	100,241.000	1,511,486.375
      B5	48	91,266.727	562,602.688
      B6	48	84,419.875	1,717,661.375
      B7	48	88,042.484	1,726,945.375
      B8	48		
      B9	48		
      B10	48	83,047.477	1,831,734.750
      B11	48		
      B12	48		
      C1	48		
      C2	48		
      C3	48		
      C4	48	94,046.781	1,353,336.500
      C5	48	84,370.922	546,803.688
      C6	48	84,769.875	1,605,739.625
      C7	48	84,525.062	1,679,816.750
      C8	48		
      C9	48		
      C10	48	79,043.352	1,835,343.125
      C11	48		
      C12	48		
      D1	48		
      D2	48		
      D3	48		
      D4	48	96,509.156	1,267,195.000
      D5	48	87,714.352	581,124.938
      D6	48	80,205.484	1,615,592.625
      D7	48	83,110.266	1,597,942.250
      D8	48		
      D9	48		
      D10	48	78,159.031	1,726,593.000
      D11	48		
      D12	48		
      E1	48		
      E2	48	76,548.594	714,629.750
      E3	48	81,595.438	703,453.250
      E4	48	87,678.898	1,043,589.375
      E5	48	85,381.773	599,354.125
      E6	48	83,670.586	1,463,375.750
      E7	48	84,643.711	1,531,967.625
      E8	48		
      E9	48		
      E10	48	74,107.891	1,765,331.875
      E11	48		
      E12	48		
      F1	48		
      F2	48	78,825.156	1,234,652.875
      F3	48	63,023.352	1,254,632.875
      F4	48	92,711.625	1,041,727.812
      F5	48	81,654.734	539,503.000
      F6	48	80,689.656	1,230,563.875
      F7	48	85,244.250	1,241,339.875
      F8	48		
      F9	48		
      F10	48	76,767.266	1,441,924.000
      F11	48		
      F12	48		
      G1	48		
      G2	48	57,859.215	1,672,071.375
      G3	48	53,729.102	1,712,343.125
      G4	48	87,501.797	865,139.438
      G5	48	72,621.797	510,508.500
      G6	48	75,874.570	808,510.562
      G7	48	78,020.211	856,818.125
      G8	48		
      G9	48		
      G10	48	71,135.227	805,599.938
      G11	48		
      G12	48		
      H1	48		
      H2	48	40,310.449	2,004,614.625
      H3	48	37,273.023	2,086,990.875
      H4	48		
      H5	48		
      H6	48		
      H7	48		
      H8	48		
      H9	48		
      H10	48		
      H11	48		
      H12	48		
      A1	49		
      A2	49		
      A3	49		
      A4	49	117,583.227	2,010,835.625
      A5	49	98,077.359	610,347.812
      A6	49	96,789.352	2,023,264.875
      A7	49	91,422.836	1,819,423.750
      A8	49		
      A9	49		
      A10	49	92,137.102	1,943,030.250
      A11	49		
      A12	49		
      B1	49		
      B2	49		
      B3	49		
      B4	49	100,037.383	1,517,973.250
      B5	49	90,823.195	562,344.312
      B6	49	84,343.023	1,716,153.500
      B7	49	88,323.695	1,723,386.375
      B8	49		
      B9	49		
      B10	49	82,930.305	1,832,825.000
      B11	49		
      B12	49		
      C1	49		
      C2	49		
      C3	49		
      C4	49	94,016.555	1,362,969.625
      C5	49	84,480.227	546,535.625
      C6	49	84,655.016	1,604,086.375
      C7	49	84,300.156	1,678,572.750
      C8	49		
      C9	49		
      C10	49	78,955.453	1,836,912.875
      C11	49		
      C12	49		
      D1	49		
      D2	49		
      D3	49		
      D4	49	96,364.180	1,272,018.000
      D5	49	87,435.602	580,454.125
      D6	49	80,111.727	1,616,901.875
      D7	49	83,137.961	1,597,307.625
      D8	49		
      D9	49		
      D10	49	78,610.250	1,736,863.125
      D11	49		
      D12	49		
      E1	49		
      E2	49	76,464.289	714,353.812
      E3	49	81,545.258	703,016.000
      E4	49	88,000.906	1,045,180.750
      E5	49	85,245.523	599,186.688
      E6	49	83,571.547	1,468,326.875
      E7	49	84,686.789	1,537,114.250
      E8	49		
      E9	49		
      E10	49	74,198.891	1,770,411.250
      E11	49		
      E12	49		
      F1	49		
      F2	49	78,815.375	1,233,376.875
      F3	49	63,031.551	1,252,874.000
      F4	49	92,600.695	1,043,915.500
      F5	49	81,670.695	539,314.438
      F6	49	80,739.820	1,241,219.125
      F7	49	84,836.344	1,253,387.750
      F8	49		
      F9	49		
      F10	49	77,228.414	1,459,412.750
      F11	49		
      F12	49		
      G1	49		
      G2	49	57,912.148	1,670,165.625
      G3	49	54,124.680	1,709,663.125
      G4	49	87,765.109	867,033.125
      G5	49	72,680.625	509,860.156
      G6	49	75,698.406	812,433.875
      G7	49	78,106.930	859,854.250
      G8	49		
      G9	49		
      G10	49	71,579.109	814,439.125
      G11	49		
      G12	49		
      H1	49		
      H2	49	40,528.191	2,000,358.875
      H3	49	37,768.059	2,084,198.500
      H4	49		
      H5	49		
      H6	49		
      H7	49		
      H8	49		
      H9	49		
      H10	49		
      H11	49		
      H12	49		
      A1	50		
      A2	50		
      A3	50		
      A4	50	117,609.062	2,016,685.750
      A5	50	97,845.141	609,830.750
      A6	50	96,680.836	2,023,446.750
      A7	50	91,349.750	1,816,446.250
      A8	50		
      A9	50		
      A10	50	92,153.062	1,945,766.500
      A11	50		
      A12	50		
      B1	50		
      B2	50		
      B3	50		
      B4	50	99,872.242	1,525,009.625
      B5	50	90,746.727	562,639.625
      B6	50	84,442.250	1,716,299.125
      B7	50	88,233.086	1,720,270.125
      B8	50		
      B9	50		
      B10	50	83,081.031	1,834,101.875
      B11	50		
      B12	50		
      C1	50		
      C2	50		
      C3	50		
      C4	50	93,659.562	1,373,445.750
      C5	50	84,313.531	546,400.125
      C6	50	85,013.055	1,602,128.000
      C7	50	84,144.383	1,678,047.625
      C8	50		
      C9	50		
      C10	50	79,214.453	1,838,669.750
      C11	50		
      C12	50		
      D1	50		
      D2	50		
      D3	50		
      D4	50	96,230.703	1,277,734.625
      D5	50	87,402.867	580,254.938
      D6	50	80,015.578	1,617,249.375
      D7	50	83,161.930	1,596,231.750
      D8	50		
      D9	50		
      D10	50	78,581.305	1,743,780.250
      D11	50		
      D12	50		
      E1	50		
      E2	50	76,463.281	714,893.125
      E3	50	81,474.078	702,504.062
      E4	50	88,364.805	1,049,134.000
      E5	50	84,979.703	599,142.750
      E6	50	83,713.734	1,473,892.875
      E7	50	84,729.336	1,541,108.375
      E8	50		
      E9	50		
      E10	50	74,465.414	1,776,188.625
      E11	50		
      E12	50		
      F1	50		
      F2	50	78,784.703	1,231,629.875
      F3	50	63,140.535	1,251,735.875
      F4	50	92,724.883	1,046,562.750
      F5	50	81,842.445	538,822.875
      F6	50	80,679.398	1,251,875.500
      F7	50	84,748.953	1,264,342.125
      F8	50		
      F9	50		
      F10	50	77,111.727	1,476,170.250
      F11	50		
      F12	50		
      G1	50		
      G2	50	57,835.332	1,668,159.750
      G3	50	53,912.352	1,707,687.125
      G4	50	87,338.281	868,990.250
      G5	50	72,714.789	508,689.812
      G6	50	75,360.570	816,546.438
      G7	50	78,057.102	863,960.250
      G8	50		
      G9	50		
      G10	50	71,908.727	823,245.125
      G11	50		
      G12	50		
      H1	50		
      H2	50	40,505.727	1,997,095.625
      H3	50	37,911.898	2,080,709.500
      H4	50		
      H5	50		
      H6	50		
      H7	50		
      H8	50		
      H9	50		
      H10	50		
      H11	50		
      H12	50		
      A1	51		
      A2	51		
      A3	51		
      A4	51	117,375.305	2,022,491.125
      A5	51	97,760.055	609,450.188
      A6	51	96,432.602	2,024,563.875
      A7	51	91,345.531	1,815,602.750
      A8	51		
      A9	51		
      A10	51	92,195.977	1,947,274.875
      A11	51		
      A12	51		
      B1	51		
      B2	51		
      B3	51		
      B4	51	99,724.375	1,532,414.625
      B5	51	91,002.227	562,374.250
      B6	51	84,696.188	1,716,160.875
      B7	51	87,875.867	1,718,335.250
      B8	51		
      B9	51		
      B10	51	82,879.289	1,834,078.250
      B11	51		
      B12	51		
      C1	51		
      C2	51		
      C3	51		
      C4	51	93,483.305	1,381,585.125
      C5	51	84,336.430	546,483.438
      C6	51	84,549.734	1,600,945.375
      C7	51	84,109.531	1,677,301.750
      C8	51		
      C9	51		
      C10	51	79,248.797	1,839,426.750
      C11	51		
      C12	51		
      D1	51		
      D2	51		
      D3	51		
      D4	51	96,467.500	1,284,404.125
      D5	51	87,816.016	580,209.312
      D6	51	80,128.031	1,617,484.000
      D7	51	83,175.102	1,596,439.500
      D8	51		
      D9	51		
      D10	51	78,591.547	1,752,791.375
      D11	51		
      D12	51		
      E1	51		
      E2	51	76,412.102	713,713.812
      E3	51	81,254.242	701,904.062
      E4	51	88,351.484	1,051,337.125
      E5	51	84,907.008	598,436.375
      E6	51	83,669.969	1,479,022.625
      E7	51	84,599.336	1,545,589.750
      E8	51		
      E9	51		
      E10	51	74,019.141	1,783,355.000
      E11	51		
      E12	51		
      F1	51		
      F2	51	78,704.430	1,230,231.500
      F3	51	63,054.953	1,250,808.625
      F4	51	93,057.305	1,048,689.625
      F5	51	81,855.016	538,082.125
      F6	51	80,810.094	1,261,969.500
      F7	51	85,076.211	1,275,592.000
      F8	51		
      F9	51		
      F10	51	76,749.992	1,493,026.625
      F11	51		
      F12	51		
      G1	51		
      G2	51	58,148.562	1,666,779.625
      G3	51	53,634.348	1,706,648.375
      G4	51	87,228.242	871,116.625
      G5	51	72,593.875	508,407.531
      G6	51	75,349.695	821,413.688
      G7	51	78,216.219	867,091.750
      G8	51		
      G9	51		
      G10	51	71,881.492	833,090.188
      G11	51		
      G12	51		
      H1	51		
      H2	51	40,302.305	1,996,013.000
      H3	51	37,418.941	2,079,420.875
      H4	51		
      H5	51		
      H6	51		
      H7	51		
      H8	51		
      H9	51		
      H10	51		
      H11	51		
      H12	51		
      A1	52		
      A2	52		
      A3	52		
      A4	52	117,125.750	2,027,018.250
      A5	52	97,807.500	609,309.812
      A6	52	96,256.406	2,026,087.500
      A7	52	91,262.172	1,814,556.375
      A8	52		
      A9	52		
      A10	52	91,885.914	1,948,157.750
      A11	52		
      A12	52		
      B1	52		
      B2	52		
      B3	52		
      B4	52	99,674.266	1,538,916.750
      B5	52	91,186.039	562,145.438
      B6	52	84,250.688	1,716,486.250
      B7	52	87,792.859	1,715,051.125
      B8	52		
      B9	52		
      B10	52	82,193.039	1,835,478.000
      B11	52		
      B12	52		
      C1	52		
      C2	52		
      C3	52		
      C4	52	93,642.516	1,387,514.500
      C5	52	84,633.758	546,598.938
      C6	52	84,328.391	1,599,074.500
      C7	52	84,046.797	1,675,893.125
      C8	52		
      C9	52		
      C10	52	79,134.109	1,840,785.000
      C11	52		
      C12	52		
      D1	52		
      D2	52		
      D3	52		
      D4	52	96,372.492	1,291,615.125
      D5	52	88,101.094	578,766.312
      D6	52	80,377.344	1,617,560.375
      D7	52	83,166.273	1,595,164.000
      D8	52		
      D9	52		
      D10	52	78,480.844	1,761,806.125
      D11	52		
      D12	52		
      E1	52		
      E2	52	76,475.484	713,219.125
      E3	52	81,345.758	700,479.812
      E4	52	88,259.000	1,054,000.500
      E5	52	85,080.586	597,783.500
      E6	52	83,504.859	1,484,064.750
      E7	52	84,591.875	1,549,932.500
      E8	52		
      E9	52		
      E10	52	73,934.016	1,788,484.125
      E11	52		
      E12	52		
      F1	52		
      F2	52	78,515.367	1,229,003.250
      F3	52	62,689.410	1,250,422.375
      F4	52	93,045.414	1,050,395.375
      F5	52	81,883.203	537,867.312
      F6	52	80,803.867	1,272,729.625
      F7	52	85,031.023	1,287,158.625
      F8	52		
      F9	52		
      F10	52	76,609.414	1,508,312.250
      F11	52		
      F12	52		
      G1	52		
      G2	52	58,332.113	1,664,825.125
      G3	52	53,345.770	1,705,418.875
      G4	52	87,685.859	871,342.562
      G5	52	72,595.422	508,869.688
      G6	52	75,947.617	824,849.438
      G7	52	78,372.242	869,467.938
      G8	52		
      G9	52		
      G10	52	71,830.102	841,773.125
      G11	52		
      G12	52		
      H1	52		
      H2	52	39,483.535	1,995,032.000
      H3	52	37,142.832	2,078,632.625
      H4	52		
      H5	52		
      H6	52		
      H7	52		
      H8	52		
      H9	52		
      H10	52		
      H11	52		
      H12	52		
      A1	53		
      A2	53		
      A3	53		
      A4	53	116,731.398	2,031,466.125
      A5	53	97,840.883	609,192.750
      A6	53	96,225.750	2,026,372.875
      A7	53	91,196.195	1,812,441.750
      A8	53		
      A9	53		
      A10	53	91,816.766	1,948,479.875
      A11	53		
      A12	53		
      B1	53		
      B2	53		
      B3	53		
      B4	53	99,816.938	1,545,072.000
      B5	53	91,036.391	562,009.438
      B6	53	84,046.773	1,714,835.000
      B7	53	88,069.086	1,711,852.625
      B8	53		
      B9	53		
      B10	53	82,160.555	1,835,374.125
      B11	53		
      B12	53		
      C1	53		
      C2	53		
      C3	53		
      C4	53	93,738.016	1,395,612.250
      C5	53	84,747.727	546,758.938
      C6	53	84,679.578	1,595,976.250
      C7	53	83,891.727	1,673,962.375
      C8	53		
      C9	53		
      C10	53	79,036.547	1,842,046.875
      C11	53		
      C12	53		
      D1	53		
      D2	53		
      D3	53		
      D4	53	96,386.312	1,297,099.500
      D5	53	88,087.586	578,295.000
      D6	53	80,328.469	1,617,489.375
      D7	53	82,995.938	1,594,531.500
      D8	53		
      D9	53		
      D10	53	78,590.352	1,769,299.750
      D11	53		
      D12	53		
      E1	53		
      E2	53	76,283.555	713,393.625
      E3	53	82,048.289	699,008.688
      E4	53	88,636.781	1,056,297.875
      E5	53	85,235.086	597,439.438
      E6	53	83,373.156	1,489,142.375
      E7	53	84,583.945	1,552,251.875
      E8	53		
      E9	53		
      E10	53	74,532.188	1,791,082.000
      E11	53		
      E12	53		
      F1	53		
      F2	53	78,544.391	1,226,347.625
      F3	53	62,519.543	1,250,480.750
      F4	53	93,056.195	1,052,156.500
      F5	53	81,850.531	538,074.125
      F6	53	80,568.055	1,284,570.250
      F7	53	84,957.438	1,297,717.875
      F8	53		
      F9	53		
      F10	53	76,574.742	1,524,109.000
      F11	53		
      F12	53		
      G1	53		
      G2	53	58,183.824	1,661,887.125
      G3	53	53,208.199	1,703,262.750
      G4	53	87,498.586	873,230.062
      G5	53	72,522.641	508,441.281
      G6	53	75,954.320	828,690.688
      G7	53	77,924.727	871,819.688
      G8	53		
      G9	53		
      G10	53	71,719.398	850,233.250
      G11	53		
      G12	53		
      H1	53		
      H2	53	39,346.961	1,992,572.875
      H3	53	37,060.699	2,077,309.625
      H4	53		
      H5	53		
      H6	53		
      H7	53		
      H8	53		
      H9	53		
      H10	53		
      H11	53		
      H12	53		
      A1	54		
      A2	54		
      A3	54		
      A4	54	116,657.258	2,034,931.125
      A5	54	98,177.641	607,422.625
      A6	54	96,257.984	2,027,055.125
      A7	54	91,306.625	1,810,666.500
      A8	54		
      A9	54		
      A10	54	92,055.297	1,949,683.000
      A11	54		
      A12	54		
      B1	54		
      B2	54		
      B3	54		
      B4	54	99,627.820	1,550,163.875
      B5	54	90,880.977	561,522.625
      B6	54	83,983.094	1,715,072.000
      B7	54	88,249.414	1,708,493.500
      B8	54		
      B9	54		
      B10	54	82,686.812	1,834,757.875
      B11	54		
      B12	54		
      C1	54		
      C2	54		
      C3	54		
      C4	54	93,698.547	1,402,833.500
      C5	54	85,088.945	546,353.438
      C6	54	85,083.125	1,594,120.500
      C7	54	83,924.719	1,673,118.250
      C8	54		
      C9	54		
      C10	54	78,979.227	1,843,671.000
      C11	54		
      C12	54		
      D1	54		
      D2	54		
      D3	54		
      D4	54	96,217.438	1,303,955.375
      D5	54	87,691.719	578,341.625
      D6	54	80,280.055	1,617,314.125
      D7	54	82,860.672	1,593,098.000
      D8	54		
      D9	54		
      D10	54	78,467.820	1,778,105.375
      D11	54		
      D12	54		
      E1	54		
      E2	54	76,155.547	712,831.250
      E3	54	81,977.039	698,776.750
      E4	54	88,574.898	1,058,274.000
      E5	54	85,378.180	597,181.438
      E6	54	83,277.211	1,493,393.875
      E7	54	84,734.094	1,555,626.125
      E8	54		
      E9	54		
      E10	54	74,508.562	1,794,672.125
      E11	54		
      E12	54		
      F1	54		
      F2	54	78,795.109	1,224,508.250
      F3	54	62,771.363	1,249,949.125
      F4	54	92,973.977	1,053,561.250
      F5	54	81,834.531	538,090.438
      F6	54	80,419.711	1,294,127.875
      F7	54	85,115.922	1,308,434.750
      F8	54		
      F9	54		
      F10	54	76,570.453	1,539,240.250
      F11	54		
      F12	54		
      G1	54		
      G2	54	58,079.957	1,658,167.250
      G3	54	53,434.141	1,700,650.750
      G4	54	87,302.320	874,799.875
      G5	54	72,583.438	508,104.000
      G6	54	75,819.680	833,211.312
      G7	54	77,776.867	874,076.062
      G8	54		
      G9	54		
      G10	54	71,668.203	858,710.375
      G11	54		
      G12	54		
      H1	54		
      H2	54	39,616.324	1,991,226.625
      H3	54	37,097.289	2,076,301.500
      H4	54		
      H5	54		
      H6	54		
      H7	54		
      H8	54		
      H9	54		
      H10	54		
      H11	54		
      H12	54		
      A1	55		
      A2	55		
