* Block Type = 96-Well 0.2-mL Block
* Chemistry = TAQMAN
* Date Created = 2015-12-22 09:15:13 AM PST
* Experiment Barcode = NA
* Experiment Comment = Prime Star GXL mg/dntp start
grid screen 40, 45, 50 deg
* Experiment File Name = D:\Users\INSTR-USER\Desktop\Yarrow\Results\122115\2015-12_21_1_Prime_Star_GXL_Pol_kinetics.eds
* Experiment Name = 2015-12_21_1_Prime_Star_GXL_Pol_kinetics
* Experiment Run End Time = 2015-12-21 10:21:47 AM PST
* Experiment Type = Custom
* Instrument Name =       quantstudio3
* Instrument Serial Number = 272320216
* Instrument Type = QuantStudio® 3 System
* Passive Reference = ROX
* Post-read Stage/Step = 
* Pre-read Stage/Step = 
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage/ Cycle where Ct Analysis is performed = Stage4, Step1
* User Name = Yarrow

[Multicomponent Data]
Well Position	Cycle	ROX	SYBR
      C2	21		
      C3	21		
      C4	21	96,435.289	1,126,913.375
      C5	21	85,792.727	557,056.062
      C6	21	87,218.945	1,516,941.875
      C7	21	85,156.188	1,504,940.875
      C8	21		
      C9	21		
      C10	21	79,771.938	1,702,487.750
      C11	21		
      C12	21		
      D1	21		
      D2	21		
      D3	21		
      D4	21	96,948.594	1,111,164.000
      D5	21	89,178.516	598,104.750
      D6	21	81,300.617	1,288,482.750
      D7	21	85,066.312	1,319,381.375
      D8	21		
      D9	21		
      D10	21	79,540.984	1,548,343.000
      D11	21		
      D12	21		
      E1	21		
      E2	21	78,740.156	732,828.750
      E3	21	82,822.781	732,856.375
      E4	21	88,667.547	937,481.875
      E5	21	86,079.109	602,110.000
      E6	21	87,551.203	1,125,858.250
      E7	21	86,232.148	1,145,597.625
      E8	21		
      E9	21		
      E10	21	75,295.789	1,371,869.375
      E11	21		
      E12	21		
      F1	21		
      F2	21	80,233.602	1,267,588.500
      F3	21	63,859.160	1,302,064.625
      F4	21	95,162.711	963,959.125
      F5	21	84,041.000	556,344.750
      F6	21	82,128.688	963,528.625
      F7	21	87,464.391	987,760.688
      F8	21		
      F9	21		
      F10	21	77,296.766	884,281.938
      F11	21		
      F12	21		
      G1	21		
      G2	21	57,872.398	1,736,043.875
      G3	21	54,741.543	1,779,424.000
      G4	21	88,882.141	852,516.625
      G5	21	73,779.469	524,362.688
      G6	21	77,204.523	730,485.562
      G7	21	79,825.297	751,076.000
      G8	21		
      G9	21		
      G10	21	71,512.438	559,655.125
      G11	21		
      G12	21		
      H1	21		
      H2	21	41,291.508	2,129,199.000
      H3	21	37,130.965	2,146,517.750
      H4	21		
      H5	21		
      H6	21		
      H7	21		
      H8	21		
      H9	21		
      H10	21		
      H11	21		
      H12	21		
      A1	22		
      A2	22		
      A3	22		
      A4	22	120,122.203	1,569,021.875
      A5	22	98,444.328	619,336.562
      A6	22	97,940.695	1,912,145.625
      A7	22	92,361.133	1,815,540.000
      A8	22		
      A9	22		
      A10	22	92,770.547	1,928,782.750
      A11	22		
      A12	22		
      B1	22		
      B2	22		
      B3	22		
      B4	22	102,539.469	1,228,854.750
      B5	22	92,580.398	577,568.188
      B6	22	86,033.758	1,670,537.500
      B7	22	91,101.648	1,725,086.375
      B8	22		
      B9	22		
      B10	22	82,848.625	1,825,520.750
      B11	22		
      B12	22		
      C1	22		
      C2	22		
      C3	22		
      C4	22	95,819.930	1,133,988.625
      C5	22	85,578.242	556,600.688
      C6	22	87,148.414	1,537,570.750
      C7	22	84,908.617	1,528,938.250
      C8	22		
      C9	22		
      C10	22	79,590.102	1,718,366.500
      C11	22		
      C12	22		
      D1	22		
      D2	22		
      D3	22		
      D4	22	96,782.336	1,118,746.375
      D5	22	89,032.523	598,438.812
      D6	22	81,055.602	1,315,717.625
      D7	22	84,661.688	1,347,591.250
      D8	22		
      D9	22		
      D10	22	79,238.555	1,557,192.875
      D11	22		
      D12	22		
      E1	22		
      E2	22	78,377.227	731,831.625
      E3	22	82,553.203	731,551.688
      E4	22	88,744.086	941,987.062
      E5	22	85,602.258	601,640.125
      E6	22	87,253.578	1,137,668.625
      E7	22	85,956.734	1,160,670.375
      E8	22		
      E9	22		
      E10	22	75,034.016	1,404,375.000
      E11	22		
      E12	22		
      F1	22		
      F2	22	80,257.984	1,266,303.375
      F3	22	63,622.539	1,300,626.375
      F4	22	94,942.742	966,721.812
      F5	22	83,453.258	555,908.250
      F6	22	81,826.180	972,813.375
      F7	22	87,208.805	995,921.500
      F8	22		
      F9	22		
      F10	22	77,182.156	904,144.188
      F11	22		
      F12	22		
      G1	22		
      G2	22	57,726.098	1,732,629.750
      G3	22	54,578.992	1,776,640.625
      G4	22	88,433.523	850,954.312
      G5	22	73,258.492	522,423.781
      G6	22	77,112.531	730,777.188
      G7	22	79,754.914	755,534.000
      G8	22		
      G9	22		
      G10	22	71,441.039	565,730.500
      G11	22		
      G12	22		
      H1	22		
      H2	22	41,407.977	2,121,835.750
      H3	22	37,625.410	2,144,043.250
      H4	22		
      H5	22		
      H6	22		
      H7	22		
      H8	22		
      H9	22		
      H10	22		
      H11	22		
      H12	22		
      A1	23		
      A2	23		
      A3	23		
      A4	23	119,790.172	1,588,901.625
      A5	23	97,578.398	619,426.125
      A6	23	97,814.766	1,931,627.250
      A7	23	92,097.414	1,821,970.375
      A8	23		
      A9	23		
      A10	23	92,580.445	1,933,897.625
      A11	23		
      A12	23		
      B1	23		
      B2	23		
      B3	23		
      B4	23	102,582.820	1,239,507.375
      B5	23	92,462.148	576,464.875
      B6	23	85,843.305	1,683,725.250
      B7	23	90,778.797	1,736,319.875
      B8	23		
      B9	23		
      B10	23	83,029.508	1,829,971.250
      B11	23		
      B12	23		
      C1	23		
      C2	23		
      C3	23		
      C4	23	95,551.312	1,142,880.000
      C5	23	85,403.367	555,915.875
      C6	23	87,157.672	1,556,111.250
      C7	23	84,866.820	1,551,743.750
      C8	23		
      C9	23		
      C10	23	79,495.719	1,730,873.625
      C11	23		
      C12	23		
      D1	23		
      D2	23		
      D3	23		
      D4	23	96,777.977	1,125,484.250
      D5	23	89,497.648	598,102.188
      D6	23	80,922.133	1,342,602.625
      D7	23	84,367.297	1,374,435.125
      D8	23		
      D9	23		
      D10	23	79,100.594	1,565,731.500
      D11	23		
      D12	23		
      E1	23		
      E2	23	78,128.336	730,870.562
      E3	23	82,194.047	730,828.688
      E4	23	88,616.953	946,250.250
      E5	23	85,406.461	601,283.438
      E6	23	87,001.352	1,150,229.500
      E7	23	85,777.992	1,176,760.750
      E8	23		
      E9	23		
      E10	23	74,893.227	1,433,666.500
      E11	23		
      E12	23		
      F1	23		
      F2	23	80,056.656	1,264,316.875
      F3	23	63,177.332	1,300,356.125
      F4	23	94,659.945	970,031.250
      F5	23	83,216.477	555,826.750
      F6	23	81,942.578	982,194.250
      F7	23	87,029.555	1,003,812.750
      F8	23		
      F9	23		
      F10	23	76,371.062	924,441.125
      F11	23		
      F12	23		
      G1	23		
      G2	23	57,638.961	1,729,811.250
      G3	23	54,773.656	1,773,205.375
      G4	23	88,212.219	849,827.812
      G5	23	73,113.133	522,275.344
      G6	23	77,065.109	732,693.500
      G7	23	79,716.609	758,864.375
      G8	23		
      G9	23		
      G10	23	71,704.086	573,801.625
      G11	23		
      G12	23		
      H1	23		
      H2	23	40,700.176	2,115,986.250
      H3	23	37,870.141	2,140,569.000
      H4	23		
      H5	23		
      H6	23		
      H7	23		
      H8	23		
      H9	23		
      H10	23		
      H11	23		
      H12	23		
      A1	24		
      A2	24		
      A3	24		
      A4	24	119,237.789	1,608,627.250
      A5	24	97,429.008	618,525.750
      A6	24	97,429.328	1,946,344.125
      A7	24	91,784.867	1,828,478.375
      A8	24		
      A9	24		
      A10	24	91,771.523	1,934,149.875
      A11	24		
      A12	24		
      B1	24		
      B2	24		
      B3	24		
      B4	24	102,783.438	1,248,197.625
      B5	24	92,619.852	575,859.750
      B6	24	86,097.344	1,694,660.000
      B7	24	90,532.188	1,747,274.000
      B8	24		
      B9	24		
      B10	24	83,143.094	1,833,135.750
      B11	24		
      B12	24		
      C1	24		
      C2	24		
      C3	24		
      C4	24	95,753.758	1,151,261.250
      C5	24	85,325.617	554,733.250
      C6	24	87,385.492	1,572,045.875
      C7	24	84,642.211	1,571,344.750
      C8	24		
      C9	24		
      C10	24	79,363.047	1,743,081.000
      C11	24		
      C12	24		
      D1	24		
      D2	24		
      D3	24		
      D4	24	96,754.891	1,131,136.125
      D5	24	89,585.633	597,624.250
      D6	24	80,745.148	1,368,033.250
      D7	24	84,264.984	1,399,317.500
      D8	24		
      D9	24		
      D10	24	78,995.664	1,572,421.500
      D11	24		
      D12	24		
      E1	24		
      E2	24	77,966.430	728,968.750
      E3	24	82,055.992	726,541.500
      E4	24	88,578.914	952,030.625
      E5	24	85,436.031	600,648.938
      E6	24	86,924.562	1,164,149.375
      E7	24	85,575.680	1,193,134.375
      E8	24		
      E9	24		
      E10	24	75,042.461	1,461,938.875
      E11	24		
      E12	24		
      F1	24		
      F2	24	79,973.016	1,263,453.625
      F3	24	62,931.305	1,298,913.500
      F4	24	94,442.422	973,479.750
      F5	24	83,172.062	554,064.812
      F6	24	82,186.609	990,962.812
      F7	24	87,063.094	1,011,905.625
      F8	24		
      F9	24		
      F10	24	76,281.484	944,877.812
      F11	24		
      F12	24		
      G1	24		
      G2	24	57,802.078	1,726,113.875
      G3	24	54,695.137	1,770,932.500
      G4	24	88,376.320	848,257.500
      G5	24	73,405.602	521,663.031
      G6	24	77,259.742	734,012.500
      G7	24	79,545.086	762,187.375
      G8	24		
      G9	24		
      G10	24	71,890.258	583,103.625
      G11	24		
      G12	24		
      H1	24		
      H2	24	40,515.551	2,108,696.750
      H3	24	37,959.641	2,137,144.750
      H4	24		
      H5	24		
      H6	24		
      H7	24		
      H8	24		
      H9	24		
      H10	24		
      H11	24		
      H12	24		
      A1	25		
      A2	25		
      A3	25		
      A4	25	119,095.867	1,629,134.500
      A5	25	97,821.945	617,505.438
      A6	25	97,265.398	1,958,105.000
      A7	25	91,744.875	1,832,030.750
      A8	25		
      A9	25		
      A10	25	91,749.672	1,932,307.750
      A11	25		
      A12	25		
      B1	25		
      B2	25		
      B3	25		
      B4	25	102,634.828	1,258,036.250
      B5	25	92,559.781	575,798.750
      B6	25	85,979.273	1,703,563.500
      B7	25	90,334.305	1,755,964.375
      B8	25		
      B9	25		
      B10	25	83,315.305	1,835,256.250
      B11	25		
      B12	25		
      C1	25		
      C2	25		
      C3	25		
      C4	25	96,033.297	1,157,533.000
      C5	25	85,450.273	554,216.125
      C6	25	87,308.281	1,584,699.375
      C7	25	84,290.930	1,588,737.000
      C8	25		
      C9	25		
      C10	25	79,316.289	1,754,517.125
      C11	25		
      C12	25		
      D1	25		
      D2	25		
      D3	25		
      D4	25	96,527.391	1,138,653.125
      D5	25	89,094.094	597,119.812
      D6	25	80,555.586	1,392,132.375
      D7	25	84,579.859	1,423,938.000
      D8	25		
      D9	25		
      D10	25	78,828.023	1,576,739.750
      D11	25		
      D12	25		
      E1	25		
      E2	25	77,910.898	728,170.250
      E3	25	82,555.516	724,845.125
      E4	25	88,409.469	957,017.000
      E5	25	85,638.336	600,075.188
      E6	25	86,686.422	1,178,122.750
      E7	25	85,434.328	1,210,644.000
      E8	25		
      E9	25		
      E10	25	74,947.406	1,488,743.625
      E11	25		
      E12	25		
      F1	25		
      F2	25	79,951.266	1,263,678.125
      F3	25	63,038.164	1,297,822.375
      F4	25	94,363.500	977,963.625
      F5	25	83,067.484	553,019.250
      F6	25	82,200.320	1,000,025.188
      F7	25	86,928.586	1,018,708.750
      F8	25		
      F9	25		
      F10	25	76,869.680	964,982.938
      F11	25		
      F12	25		
      G1	25		
      G2	25	57,278.492	1,722,637.500
      G3	25	54,708.672	1,768,609.500
      G4	25	88,323.930	847,364.500
      G5	25	73,183.617	521,091.031
      G6	25	77,143.375	735,833.250
      G7	25	79,116.148	765,968.000
      G8	25		
      G9	25		
      G10	25	71,918.000	591,734.188
      G11	25		
      G12	25		
      H1	25		
      H2	25	40,873.684	2,102,880.250
      H3	25	38,043.043	2,132,807.250
      H4	25		
      H5	25		
      H6	25		
      H7	25		
      H8	25		
      H9	25		
      H10	25		
      H11	25		
      H12	25		
      A1	26		
      A2	26		
      A3	26		
      A4	26	119,379.250	1,649,484.875
      A5	26	98,445.781	617,016.250
      A6	26	97,460.305	1,967,719.500
      A7	26	92,060.461	1,834,332.875
      A8	26		
      A9	26		
      A10	26	92,528.250	1,929,550.000
      A11	26		
      A12	26		
      B1	26		
      B2	26		
      B3	26		
      B4	26	102,316.805	1,270,230.125
      B5	26	92,508.539	575,974.125
      B6	26	85,790.133	1,709,045.375
      B7	26	90,204.102	1,761,261.000
      B8	26		
      B9	26		
      B10	26	83,584.727	1,836,159.125
      B11	26		
      B12	26		
      C1	26		
      C2	26		
      C3	26		
      C4	26	95,672.664	1,165,323.125
      C5	26	85,426.664	553,772.250
      C6	26	86,798.477	1,595,033.875
      C7	26	84,150.789	1,603,475.875
      C8	26		
      C9	26		
      C10	26	79,530.312	1,765,031.500
      C11	26		
      C12	26		
      D1	26		
      D2	26		
      D3	26		
      D4	26	96,429.508	1,145,459.125
      D5	26	88,905.109	596,934.688
      D6	26	80,415.172	1,415,008.125
      D7	26	84,248.008	1,447,206.250
      D8	26		
      D9	26		
      D10	26	78,903.539	1,582,555.250
      D11	26		
      D12	26		
      E1	26		
      E2	26	78,247.742	727,865.375
      E3	26	82,529.086	723,936.312
      E4	26	88,554.047	962,181.625
      E5	26	85,641.070	599,917.875
      E6	26	86,419.383	1,193,151.625
      E7	26	85,622.266	1,228,058.875
      E8	26		
      E9	26		
      E10	26	74,922.164	1,511,748.750
      E11	26		
      E12	26		
      F1	26		
      F2	26	80,422.125	1,261,981.250
      F3	26	63,479.578	1,297,004.375
      F4	26	94,382.805	980,643.250
      F5	26	83,052.875	552,618.500
      F6	26	81,975.898	1,009,198.000
      F7	26	86,835.281	1,027,166.625
      F8	26		
      F9	26		
      F10	26	77,047.516	985,975.125
      F11	26		
      F12	26		
      G1	26		
      G2	26	57,072.945	1,720,975.500
      G3	26	54,611.980	1,765,866.125
      G4	26	88,321.109	847,533.625
      G5	26	73,058.406	520,670.781
      G6	26	76,880.367	737,423.000
      G7	26	78,528.844	770,461.625
      G8	26		
      G9	26		
      G10	26	71,824.273	600,767.062
      G11	26		
      G12	26		
      H1	26		
      H2	26	41,139.863	2,097,267.250
      H3	26	38,186.562	2,128,748.250
      H4	26		
      H5	26		
      H6	26		
      H7	26		
      H8	26		
      H9	26		
      H10	26		
      H11	26		
      H12	26		
      A1	27		
      A2	27		
      A3	27		
      A4	27	118,952.422	1,670,668.375
      A5	27	98,469.930	616,977.312
      A6	27	97,265.367	1,976,992.750
      A7	27	91,630.859	1,836,487.750
      A8	27		
      A9	27		
      A10	27	92,646.281	1,927,214.750
      A11	27		
      A12	27		
      B1	27		
      B2	27		
      B3	27		
      B4	27	102,069.648	1,282,652.750
      B5	27	92,319.180	575,752.375
      B6	27	85,588.461	1,715,852.500
      B7	27	90,321.078	1,765,805.250
      B8	27		
      B9	27		
      B10	27	83,530.375	1,837,085.750
      B11	27		
      B12	27		
      C1	27		
      C2	27		
      C3	27		
      C4	27	95,398.758	1,172,584.125
      C5	27	85,143.117	552,130.875
      C6	27	86,497.648	1,605,178.500
      C7	27	84,399.984	1,616,790.625
      C8	27		
      C9	27		
      C10	27	79,566.500	1,773,931.250
      C11	27		
      C12	27		
      D1	27		
      D2	27		
      D3	27		
      D4	27	96,636.625	1,151,907.625
      D5	27	89,100.734	597,181.812
      D6	27	80,394.445	1,438,395.000
      D7	27	84,034.172	1,469,142.000
      D8	27		
      D9	27		
      D10	27	78,925.852	1,587,295.500
      D11	27		
      D12	27		
      E1	27		
      E2	27	78,075.867	726,606.938
      E3	27	81,776.383	723,273.688
      E4	27	88,966.297	968,229.875
      E5	27	85,695.031	600,308.688
      E6	27	86,197.945	1,208,005.625
      E7	27	85,503.695	1,246,519.125
      E8	27		
      E9	27		
      E10	27	74,958.227	1,532,652.500
      E11	27		
      E12	27		
      F1	27		
      F2	27	80,406.281	1,261,026.750
      F3	27	63,455.289	1,296,000.125
      F4	27	94,286.539	983,784.500
      F5	27	83,112.789	552,744.688
      F6	27	81,922.516	1,018,862.938
      F7	27	86,541.094	1,035,222.938
      F8	27		
      F9	27		
      F10	27	77,052.844	1,007,710.688
      F11	27		
      F12	27		
      G1	27		
      G2	27	57,450.344	1,719,508.250
      G3	27	54,724.105	1,764,498.750
      G4	27	87,663.281	848,256.625
      G5	27	73,401.805	520,476.062
      G6	27	76,414.055	739,824.625
      G7	27	78,277.703	775,458.625
      G8	27		
      G9	27		
      G10	27	71,519.188	610,236.062
      G11	27		
      G12	27		
      H1	27		
      H2	27	41,312.164	2,092,458.875
      H3	27	38,177.352	2,125,910.750
      H4	27		
      H5	27		
      H6	27		
      H7	27		
      H8	27		
      H9	27		
      H10	27		
      H11	27		
      H12	27		
      A1	28		
      A2	28		
      A3	28		
      A4	28	118,797.633	1,692,318.125
      A5	28	98,305.141	617,190.562
      A6	28	97,074.023	1,983,312.375
      A7	28	91,492.648	1,837,531.250
      A8	28		
      A9	28		
      A10	28	92,635.359	1,925,668.375
      A11	28		
      A12	28		
      B1	28		
      B2	28		
      B3	28		
      B4	28	101,979.000	1,293,162.000
      B5	28	92,183.859	575,223.312
      B6	28	85,294.867	1,719,010.000
      B7	28	90,267.773	1,767,125.000
      B8	28		
      B9	28		
      B10	28	82,838.047	1,835,340.000
      B11	28		
      B12	28		
      C1	28		
      C2	28		
      C3	28		
      C4	28	95,406.484	1,179,155.750
      C5	28	85,075.062	551,439.188
      C6	28	86,445.656	1,611,813.000
      C7	28	84,342.758	1,626,546.000
      C8	28		
      C9	28		
      C10	28	79,461.203	1,781,117.375
      C11	28		
      C12	28		
      D1	28		
      D2	28		
      D3	28		
      D4	28	96,580.562	1,156,384.375
      D5	28	89,137.891	596,565.812
      D6	28	80,277.727	1,459,034.875
      D7	28	84,160.586	1,487,925.750
      D8	28		
      D9	28		
      D10	28	79,049.375	1,589,664.500
      D11	28		
      D12	28		
      E1	28		
      E2	28	77,763.852	725,967.812
      E3	28	81,514.875	722,799.250
      E4	28	88,896.391	974,132.875
      E5	28	85,490.602	599,849.188
      E6	28	86,142.781	1,222,313.000
      E7	28	85,268.344	1,264,914.125
      E8	28		
      E9	28		
      E10	28	75,025.445	1,553,980.625
      E11	28		
      E12	28		
      F1	28		
      F2	28	80,255.633	1,260,979.375
      F3	28	63,546.332	1,295,230.375
      F4	28	93,956.430	986,910.000
      F5	28	83,029.906	552,322.875
      F6	28	81,705.477	1,027,052.062
      F7	28	86,386.445	1,042,910.000
      F8	28		
      F9	28		
      F10	28	77,229.594	1,029,249.750
      F11	28		
      F12	28		
      G1	28		
      G2	28	57,661.242	1,718,101.750
      G3	28	54,620.492	1,764,167.625
      G4	28	87,443.938	848,399.250
      G5	28	73,328.164	519,626.500
      G6	28	76,188.758	741,818.000
      G7	28	78,313.531	779,737.375
      G8	28		
      G9	28		
      G10	28	71,465.328	618,707.000
      G11	28		
      G12	28		
      H1	28		
      H2	28	40,820.250	2,086,647.500
      H3	28	38,051.926	2,124,031.500
      H4	28		
      H5	28		
      H6	28		
      H7	28		
      H8	28		
      H9	28		
      H10	28		
      H11	28		
      H12	28		
      A1	29		
      A2	29		
      A3	29		
      A4	29	119,014.711	1,713,097.500
      A5	29	98,041.023	617,030.188
      A6	29	97,143.508	1,989,119.750
      A7	29	91,704.719	1,839,130.625
      A8	29		
      A9	29		
      A10	29	92,506.047	1,923,449.750
      A11	29		
      A12	29		
      B1	29		
      B2	29		
      B3	29		
      B4	29	102,132.477	1,303,818.500
      B5	29	92,195.805	574,857.875
      B6	29	85,155.336	1,720,800.750
      B7	29	90,388.242	1,768,578.875
      B8	29		
      B9	29		
      B10	29	82,659.695	1,834,641.125
      B11	29		
      B12	29		
      C1	29		
      C2	29		
      C3	29		
      C4	29	95,548.992	1,186,091.375
      C5	29	85,301.008	551,041.500
      C6	29	86,335.703	1,616,223.875
      C7	29	84,380.492	1,638,281.750
      C8	29		
      C9	29		
      C10	29	79,377.469	1,789,071.625
      C11	29		
      C12	29		
      D1	29		
      D2	29		
      D3	29		
      D4	29	96,288.375	1,161,748.750
      D5	29	88,601.062	595,033.625
      D6	29	80,175.773	1,477,887.375
      D7	29	83,821.508	1,505,732.625
      D8	29		
      D9	29		
      D10	29	78,743.711	1,594,151.125
      D11	29		
      D12	29		
      E1	29		
      E2	29	77,254.078	725,837.875
      E3	29	81,896.250	721,744.812
      E4	29	88,932.695	980,268.938
      E5	29	85,350.789	599,577.375
      E6	29	85,869.750	1,237,120.500
      E7	29	85,072.242	1,282,997.250
      E8	29		
      E9	29		
      E10	29	74,872.789	1,571,671.625
      E11	29		
      E12	29		
      F1	29		
      F2	29	80,462.062	1,259,460.125
      F3	29	63,557.414	1,295,269.250
      F4	29	93,807.898	989,362.188
      F5	29	82,972.445	551,954.812
      F6	29	81,453.039	1,036,794.188
      F7	29	86,655.750	1,051,244.375
      F8	29		
      F9	29		
      F10	29	76,871.359	1,050,677.875
      F11	29		
      F12	29		
      G1	29		
      G2	29	57,387.699	1,716,165.375
      G3	29	54,610.230	1,763,683.625
      G4	29	87,731.492	849,099.000
      G5	29	73,180.586	517,968.969
      G6	29	76,198.656	743,073.875
      G7	29	78,643.484	783,611.188
      G8	29		
      G9	29		
      G10	29	71,862.594	628,074.812
      G11	29		
      G12	29		
      H1	29		
      H2	29	40,630.785	2,081,530.375
      H3	29	37,960.750	2,120,848.250
      H4	29		
      H5	29		
      H6	29		
      H7	29		
      H8	29		
      H9	29		
      H10	29		
      H11	29		
      H12	29		
      A1	30		
      A2	30		
      A3	30		
      A4	30	118,543.742	1,735,240.250
      A5	30	97,986.711	617,311.250
      A6	30	97,333.719	1,993,558.000
      A7	30	91,494.789	1,839,030.500
      A8	30		
      A9	30		
      A10	30	92,313.438	1,922,031.750
      A11	30		
      A12	30		
      B1	30		
      B2	30		
      B3	30		
      B4	30	101,612.742	1,315,660.500
      B5	30	92,179.008	575,061.688
      B6	30	85,206.789	1,723,813.000
      B7	30	90,312.320	1,769,096.125
      B8	30		
      B9	30		
      B10	30	83,009.414	1,834,273.125
      B11	30		
      B12	30		
      C1	30		
      C2	30		
      C3	30		
      C4	30	95,453.141	1,193,793.625
      C5	30	85,188.742	550,769.188
      C6	30	86,400.250	1,620,516.375
      C7	30	84,448.641	1,646,282.750
      C8	30		
      C9	30		
      C10	30	79,270.016	1,795,961.625
      C11	30		
      C12	30		
      D1	30		
      D2	30		
      D3	30		
      D4	30	96,131.508	1,168,088.500
      D5	30	88,429.578	594,139.562
      D6	30	80,022.125	1,494,701.625
      D7	30	83,540.805	1,521,771.125
      D8	30		
      D9	30		
      D10	30	78,385.883	1,599,065.750
      D11	30		
      D12	30		
      E1	30		
      E2	30	77,160.852	725,066.500
      E3	30	81,765.992	720,646.750
      E4	30	88,729.570	984,617.875
      E5	30	85,397.336	599,844.875
      E6	30	85,608.023	1,252,566.375
      E7	30	84,938.750	1,303,178.000
      E8	30		
      E9	30		
      E10	30	74,703.969	1,588,391.625
      E11	30		
      E12	30		
      F1	30		
      F2	30	80,262.680	1,258,378.500
      F3	30	63,296.047	1,295,324.000
      F4	30	94,000.414	992,161.938
      F5	30	82,929.148	552,092.125
      F6	30	81,575.664	1,045,309.312
      F7	30	86,878.281	1,057,934.250
      F8	30		
      F9	30		
      F10	30	76,697.797	1,072,154.750
      F11	30		
      F12	30		
      G1	30		
      G2	30	57,145.301	1,712,869.750
      G3	30	54,450.270	1,763,780.500
      G4	30	87,752.180	849,811.125
      G5	30	72,864.656	517,381.812
      G6	30	76,231.734	745,927.938
      G7	30	78,725.227	787,464.688
      G8	30		
      G9	30		
      G10	30	71,841.312	637,952.250
      G11	30		
      G12	30		
      H1	30		
      H2	30	40,742.008	2,076,916.375
      H3	30	38,019.879	2,118,397.000
      H4	30		
      H5	30		
      H6	30		
      H7	30		
      H8	30		
      H9	30		
      H10	30		
      H11	30		
      H12	30		
      A1	31		
      A2	31		
      A3	31		
      A4	31	118,349.297	1,756,898.125
      A5	31	98,212.609	617,688.562
      A6	31	97,372.492	1,996,615.250
      A7	31	91,466.094	1,840,559.375
      A8	31		
      A9	31		
      A10	31	92,229.367	1,923,213.000
      A11	31		
      A12	31		
      B1	31		
      B2	31		
      B3	31		
      B4	31	101,435.719	1,328,099.875
      B5	31	92,118.445	574,978.188
      B6	31	85,240.469	1,726,489.500
      B7	31	90,343.555	1,770,045.625
      B8	31		
      B9	31		
      B10	31	83,541.797	1,831,737.250
      B11	31		
      B12	31		
      C1	31		
      C2	31		
      C3	31		
      C4	31	95,271.492	1,201,336.625
      C5	31	85,151.391	550,500.250
      C6	31	85,668.695	1,622,420.625
      C7	31	84,747.133	1,651,979.875
      C8	31		
      C9	31		
      C10	31	79,222.930	1,800,820.750
      C11	31		
      C12	31		
      D1	31		
      D2	31		
      D3	31		
      D4	31	96,424.266	1,173,505.500
      D5	31	88,635.086	593,627.688
      D6	31	79,829.508	1,509,735.000
      D7	31	83,375.352	1,534,910.625
      D8	31		
      D9	31		
      D10	31	77,919.445	1,603,465.625
      D11	31		
      D12	31		
      E1	31		
      E2	31	77,628.289	724,457.250
      E3	31	81,516.578	720,016.125
      E4	31	88,520.305	988,833.062
      E5	31	85,729.219	600,149.812
      E6	31	85,437.609	1,267,454.625
      E7	31	85,169.812	1,321,372.750
      E8	31		
      E9	31		
      E10	31	74,566.516	1,603,751.000
      E11	31		
      E12	31		
      F1	31		
      F2	31	79,923.578	1,257,720.750
      F3	31	62,836.699	1,294,464.125
      F4	31	93,990.055	995,292.562
      F5	31	83,064.547	551,951.188
      F6	31	81,929.078	1,053,425.875
      F7	31	86,624.086	1,065,064.500
      F8	31		
      F9	31		
      F10	31	76,658.070	1,094,187.500
      F11	31		
      F12	31		
      G1	31		
      G2	31	57,206.719	1,709,867.375
      G3	31	54,484.117	1,763,630.625
      G4	31	88,008.758	850,694.938
      G5	31	72,757.398	517,707.062
      G6	31	76,218.727	749,577.438
      G7	31	79,157.281	792,629.875
      G8	31		
      G9	31		
      G10	31	71,739.516	648,441.750
      G11	31		
      G12	31		
      H1	31		
      H2	31	40,674.590	2,072,793.375
      H3	31	37,956.141	2,116,092.750
      H4	31		
      H5	31		
      H6	31		
      H7	31		
      H8	31		
      H9	31		
      H10	31		
      H11	31		
      H12	31		
      A1	32		
      A2	32		
      A3	32		
      A4	32	118,462.086	1,777,776.375
      A5	32	98,203.672	617,210.438
      A6	32	97,314.422	1,999,355.500
      A7	32	91,873.094	1,841,426.000
      A8	32		
      A9	32		
      A10	32	92,399.711	1,923,647.875
      A11	32		
      A12	32		
      B1	32		
      B2	32		
      B3	32		
      B4	32	101,698.211	1,339,586.625
      B5	32	91,670.461	574,000.812
      B6	32	85,233.984	1,727,254.625
      B7	32	90,062.773	1,769,226.000
      B8	32		
      B9	32		
      B10	32	83,323.938	1,830,724.625
      B11	32		
      B12	32		
      C1	32		
      C2	32		
      C3	32		
      C4	32	95,255.469	1,209,415.750
      C5	32	85,371.727	549,361.438
      C6	32	85,391.969	1,622,787.625
      C7	32	84,478.648	1,657,616.625
      C8	32		
      C9	32		
      C10	32	79,132.500	1,805,398.000
      C11	32		
      C12	32		
      D1	32		
      D2	32		
      D3	32		
      D4	32	96,367.281	1,180,174.500
      D5	32	88,629.414	593,218.812
      D6	32	79,800.727	1,524,129.000
      D7	32	83,225.438	1,546,691.750
      D8	32		
      D9	32		
      D10	32	77,778.734	1,606,610.625
      D11	32		
      D12	32		
      E1	32		
      E2	32	77,527.656	723,853.875
      E3	32	81,341.086	719,525.562
      E4	32	88,668.156	993,341.188
